external_id,brand,model,device_type_id,part_number,crawled_at
4447-63489,Aqara,Aqara Matter Test Device,256,Aqara Matter Test Device,2026-08-13T02:13:02.931800+00:00
4448-36865,Sengled,Sengled Multicolor A19 Bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36866,Sengled,Sengled Multicolor A19 Bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36867,Sengled,Sengled Multicolor A19 Bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36868,Sengled,Sengled Multicolor A19 Bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36869,Sengled,Sengled Multicolor A19 Bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36870,Sengled,Sengled Multicolor A19 Bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36873,Sengled,Sengled Multicolor bulb ,269,2413D100003345,2026-08-13T02:13:02.931800+00:00
4448-36880,Sengled,Sengled Smart Matter A60 bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36881,Sengled,Sengled Wi-Fi Plug,266,2313D5000048,2026-08-13T02:13:02.931800+00:00
4448-36884,Sengled,Sengled Smart Matter A60 bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36885,Sengled,Sengled Wi-Fi Plug,266,2313D5000048,2026-08-13T02:13:02.931800+00:00
4448-36886,Sengled,Sengled Wi-Fi Plug,266,2313D5000048,2026-08-13T02:13:02.931800+00:00
4448-36888,Sengled,Sengled Smart color bulb,269,2233D10000028,2026-08-13T02:13:02.931800+00:00
4448-36889,Sengled,Sengled Smart Plug,266,2313D5000048,2026-08-13T02:13:02.931800+00:00
4448-36896,Sengled,Sengled Smart Plug,266,2333D1000000023,2026-08-13T02:13:02.931800+00:00
4448-36897,Sengled,Sengled Smart Plug,266,2333D1000000023,2026-08-13T02:13:02.931800+00:00
4448-36898,Sengled,Sengled Smart Plug,266,2333D1000000023,2026-08-13T02:13:02.931800+00:00
4448-36899,Sengled,Sengled Smart Color bulb,269,2333D1000000023,2026-08-13T02:13:02.931800+00:00
4448-36900,Sengled,Sengled Smart Color bulb,269,2333D1000000023,2026-08-13T02:13:02.931800+00:00
4448-36901,Sengled,Sengled Smart Color bulb,269,2333D1000000023,2026-08-13T02:13:02.931800+00:00
4456-1000,Leedarson,Smart RGBTW Bulb,269,LS0101811266,2026-08-13T02:13:02.931800+00:00
4456-1002,Leedarson,Smart RGBTW Bulb,269,OS0100811267,2026-08-13T02:13:02.931800+00:00
4456-1003,Leedarson,Smart RGBTW Bulb,269,LS0101911266,2026-08-13T02:13:02.931800+00:00
4456-1004,Leedarson,Smart RGBTW Bulb,269,OS0101411267,2026-08-13T02:13:02.931800+00:00
4456-1005,Leedarson,Smart RGBTW Bulb,269,LS01009110,2026-08-13T02:13:02.931800+00:00
4456-1006,Leedarson,Smart RGBTW Bulb,269,OS01006110,2026-08-13T02:13:02.931800+00:00
4456-1007,Leedarson,Smart RGBTW Bulb,269,OS0100411267,2026-08-13T02:13:02.931800+00:00
4456-1008,Leedarson,Smart RGBTW Bulb,269,OS01005110,2026-08-13T02:13:02.931800+00:00
4456-1009,Leedarson,Smart RGBTW Bulb,269,OS0400111261,2026-08-13T02:13:02.931800+00:00
4456-1010,Leedarson,Smart RGBTW Bulb,269,OS0200111260,2026-08-13T02:13:02.931800+00:00
4456-1011,Leedarson,Smart RGBTW Bulb,269,LS0101911261,2026-08-13T02:13:02.931800+00:00
4456-1012,Leedarson,Smart RGBTW Bulb,269,LS0102011261,2026-08-13T02:13:02.931800+00:00
4456-1013,Leedarson,Smart RGBTW Bulb,269,LS0102111261,2026-08-13T02:13:02.931800+00:00
4456-1014,Leedarson,Smart RGBTW Bulb,269,LS0102511267,2026-08-13T02:13:02.931800+00:00
4456-1015,Leedarson,Smart RGBTW Bulb,269,OS010188266,2026-08-13T02:13:02.931800+00:00
4456-1016,Leedarson,Smart RGBTW Bulb,269,MS0100411267,2026-08-13T02:13:02.931800+00:00
4456-1017,Leedarson,Smart Bulb,268,LS0102411267,2026-08-13T02:13:02.931800+00:00
4456-1018,Leedarson,Smart Bulb,268,OS010127267,2026-08-13T02:13:02.931800+00:00
4456-1019,Leedarson,Smart Bulb,268,LS010127266,2026-08-13T02:13:02.931800+00:00
4456-1020,Leedarson,Smart Bulb,268,OS010107267,2026-08-13T02:13:02.931800+00:00
4456-1021,Leedarson,Smart Bulb,268,LS010137266,2026-08-13T02:13:02.931800+00:00
4456-1022,Leedarson,Smart Bulb,268,OS010177266,2026-08-13T02:13:02.931800+00:00
4456-1023,Leedarson,Smart Dimmer Switch,267,LC09001246,2026-08-13T02:13:02.931800+00:00
4456-1024,Leedarson,Smart Plug,266,LC09003256,2026-08-13T02:13:02.931800+00:00
4456-1025,Leedarson,Smart RGBTW Bulb,269,MS10001117,2026-08-13T02:13:02.931800+00:00
4456-1026,Leedarson,Smart RGBTW Bulb,269,MS1002117,2026-08-13T02:13:02.931800+00:00
4456-1027,Leedarson,Smart Bulb,268,MS4800177,2026-08-13T02:13:02.931800+00:00
4456-1028,Leedarson,Smart Bulb,268,CS1000177,2026-08-13T02:13:02.931800+00:00
4456-1029,Leedarson,Smart RGBTW Bulb,269,CS10003117,2026-08-13T02:13:02.931800+00:00
4456-1030,Leedarson,Smart RGBTW Bulb,269,CS10005117,2026-08-13T02:13:02.931800+00:00
4456-1033,Leedarson,Smart Bulb,268,OL7300471,2026-08-13T02:13:02.931800+00:00
4456-1034,Leedarson,Smart Bulb,268,ML7300471,2026-08-13T02:13:02.931800+00:00
4456-1035,Leedarson,Smart Bulb,268,MS1000177,2026-08-13T02:13:02.931800+00:00
4456-1036,Leedarson,Smart Bulb,268,OL7300271,2026-08-13T02:13:02.931800+00:00
4456-1037,Leedarson,Smart Bulb,268,OL7300371,2026-08-13T02:13:02.931800+00:00
4456-1038,Leedarson,Smart Bulb,268,ML7300571,2026-08-13T02:13:02.931800+00:00
4456-1039,Leedarson,Smart Bulb,268,MS4700176,2026-08-13T02:13:02.931800+00:00
4456-1041,Leedarson,Smart Bulb,268,ML7300171,2026-08-13T02:13:02.931800+00:00
4456-1042,Leedarson,Smart Bulb,268,WL100070303,2026-08-13T02:13:02.931800+00:00
4456-1043,Leedarson,Smart Bulb,268,ML8400116,2026-08-13T02:13:02.931800+00:00
4456-1044,Leedarson,Smart Bulb,268,OS010071266,2026-08-13T02:13:02.931800+00:00
4456-1045,Leedarson,Smart Bulb,268,WL100070113,2026-08-13T02:13:02.931800+00:00
4456-1046,Leedarson,Smart Bulb,268,OL8400111,2026-08-13T02:13:02.931800+00:00
4456-1047,Leedarson,Smart Bulb,268,ML8400211,2026-08-13T02:13:02.931800+00:00
4456-1060,Leedarson,Smart Plug,266,MC09001256,2026-08-13T02:13:02.931800+00:00
4456-1061,Leedarson,Smart Plug,266,OC17001257,2026-08-13T02:13:02.931800+00:00
4456-1062,Leedarson,Smart Plug,266,LC09004251,2026-08-13T02:13:02.931800+00:00
4456-1063,Leedarson,Smart Plug,266,LC09005253,2026-08-13T02:13:02.931800+00:00
4456-1064,Leedarson,Smart Plug,266,MC09008251,2026-08-13T02:13:02.931800+00:00
4456-1065,Leedarson,Smart Plug,266,MC09007253,2026-08-13T02:13:02.931800+00:00
4456-1066,Leedarson,Smart Plug,266,OC09001211,2026-08-13T02:13:02.931800+00:00
4456-1067,Leedarson,Smart Plug,266,OC09001216,2026-08-13T02:13:02.931800+00:00
4456-1068,Leedarson,Smart Plug,266,HPP-A11XF,2026-08-13T02:13:02.931800+00:00
4456-1069,Leedarson,Smart Plug,266,8A-PL-W-C1-03,2026-08-13T02:13:02.931800+00:00
4456-1070,Leedarson,Smart Plug,266,HPP-F11C-Z,2026-08-13T02:13:02.931800+00:00
4456-1071,Leedarson,Smart Plug,266,HPP-G11S-WB,2026-08-13T02:13:02.931800+00:00
4456-1072,Leedarson,Smart Plug,266,HPP-I31A-WB,2026-08-13T02:13:02.931800+00:00
4456-1073,Leedarson,Smart Plug,266,HPP-N11X-Z,2026-08-13T02:13:02.931800+00:00
4456-1089,Leedarson,Smart Plug,266,WC0900181,2026-08-13T02:13:02.931800+00:00
4456-1090,Leedarson,Smart Plug,266,WC0900186,2026-08-13T02:13:02.931800+00:00
4456-1102,Leedarson,Smart Plug,266,WC0900184,2026-08-13T02:13:02.931800+00:00
4456-32773,Leedarson,A19 Smart RGB Led Bulb,269,MS0100211327,2026-08-13T02:13:02.931800+00:00
4456-36864,Leedarson,Matter over Thread Plug,266,MC110019306,2026-08-13T02:13:02.931800+00:00
4456-36865,Leedarson,Matter over Thread Plug ,266,MC09009253,2026-08-13T02:13:02.931800+00:00
4456-36866,Leedarson,Matter over Thread Plug ,266,MC09006251,2026-08-13T02:13:02.931800+00:00
4456-36867,Leedarson,Matter over Thread Plug ,266,LC0900684,2026-08-13T02:13:02.931800+00:00
4456-36889,Leedarson,Ceiling Light,268,1070913006,2026-08-13T02:13:02.931800+00:00
4456-36896,Leedarson,Ceiling Light,268,1070913007,2026-08-13T02:13:02.931800+00:00
4456-36897,Leedarson,Ceiling Light ,268,1070913008,2026-08-13T02:13:02.931800+00:00
4456-65000,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65001,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65002,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65003,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65004,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65005,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65006,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65007,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65008,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65009,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4456-65010,Leedarson,On/Off Output,267,On/Off Output,2026-08-13T02:13:02.931800+00:00
4469-4097,D-Link,D-Link Smart Home Gateway,14,MS30,2026-08-13T02:13:02.931800+00:00
4469-4098,D-Link,D-Link Smart Home Gateway,14,MS30N,2026-08-13T02:13:02.931800+00:00
4469-4099,D-Link,D-Link Smart Home Gateway,14,MS60,2026-08-13T02:13:02.931800+00:00
4469-8193,D-Link,D-Link Wi-Fi Smart Plug,266,DSP-W11M,2026-08-13T02:13:02.931800+00:00
4469-8194,D-Link,D-Link Wi-Fi Smart Plug,266,PM-01M,2026-08-13T02:13:02.931800+00:00
4469-8195,D-Link,D-Link Wi-Fi Smart Plug,266,PM-01M,2026-08-13T02:13:02.931800+00:00
4469-8196,D-Link,D-Link Wi-Fi Smart Plug,266,PM-01M,2026-08-13T02:13:02.931800+00:00
4469-8197,D-Link,D-Link Wi-Fi Smart Plug,266,PM-01M,2026-08-13T02:13:02.931800+00:00
4472-8193,WNC Corporation,WNC Air Quality Sensor,44,WNC Air Quality Sensor,2026-08-13T02:13:02.931800+00:00
4474-785,Insta GmbH,Push Button Module,15,57010000,2026-08-13T02:13:02.931800+00:00
4476-4096,IKEA of Sweden,GRILLPLATS plug,266,E2491,2026-08-13T02:13:02.931800+00:00
4476-4097,IKEA of Sweden,TOFSMYGGA plug black/outdoor,266, E2435-NA,2026-08-13T02:13:02.931800+00:00
4476-4098,IKEA of Sweden,TOFSMYGGA plug black/outdoor,266,E2435-EU,2026-08-13T02:13:02.931800+00:00
4476-8192,IKEA of Sweden,BILRESA dual button,15,E2622,2026-08-13T02:13:02.931800+00:00
4476-8193,IKEA of Sweden,BILRESA scroll wheel,15,E2704,2026-08-13T02:13:02.931800+00:00
4476-12288,IKEA of Sweden,MYGGSPRAY wrlss mtn sensor,263,E2494,2026-08-13T02:13:02.931800+00:00
4476-12289,IKEA of Sweden,ALPSTUGA air quality monitor,44,E2495,2026-08-13T02:13:02.931800+00:00
4476-12292,IKEA of Sweden,ALPSTUGA air quality monitor,44,E2495-JP,2026-08-13T02:13:02.931800+00:00
4476-32768,IKEA of Sweden,BILRESA scroll wheel,15,E2490,2026-08-13T02:13:02.931800+00:00
4476-32769,IKEA of Sweden,BILRESA dual button,15,E2489,2026-08-13T02:13:02.931800+00:00
4476-32771,IKEA of Sweden,DIRIGERA,14,505.034.09,2026-08-13T02:13:02.931800+00:00
4476-32773,IKEA of Sweden,TIMMERFLOTTE temp/hmd sensor,770,E2314,2026-08-13T02:13:02.931800+00:00
4476-32774,IKEA of Sweden,KLIPPBOK water leak sensor,67,E2493,2026-08-13T02:13:02.931800+00:00
4476-32775,IKEA of Sweden,MYGGBETT door/window sensor,21,E2492,2026-08-13T02:13:02.931800+00:00
4476-36864,IKEA of Sweden,KAJPLATS E27 WS globe 470lm,268,LED2406G4,2026-08-13T02:13:02.931800+00:00
4476-36865,IKEA of Sweden,KAJPLATS E27 WS globe 1055lm,268,LED2407G8,2026-08-13T02:13:02.931800+00:00
4476-36866,IKEA of Sweden,KAJPLATS GU10 WS 575lm,268,LED2403R5,2026-08-13T02:13:02.931800+00:00
4476-36867,IKEA of Sweden,KAJPLATS E27 WS globe 1521lm,268,LED2408G10,2026-08-13T02:13:02.931800+00:00
4476-36868,IKEA of Sweden,KAJPLATS E14 WS globe 806lm,268,LED2404G6,2026-08-13T02:13:02.931800+00:00
4476-36869,IKEA of Sweden,KAJPLATS E27 CWS globe 1055lm,269,LED2405G8,2026-08-13T02:13:02.931800+00:00
4476-36870,IKEA of Sweden,KAJPLATS E14 CWS globe 806lm,269,LED2409G6,2026-08-13T02:13:02.931800+00:00
4476-36871,IKEA of Sweden,KAJPLATS GU10 CWS 575lm,269,LED2410R5,2026-08-13T02:13:02.931800+00:00
4476-36872,IKEA of Sweden,KAJPLATS E14 WS B38 CL 470lm,268,36872,2026-08-13T02:13:02.931800+00:00
4476-36873,IKEA of Sweden,KAJPLATS E27 WS G95 clear 806lm,268,LED2401G5,2026-08-13T02:13:02.931800+00:00
4476-36874,IKEA of Sweden,KAJPLATS E27 WS G60 clear 470lm,268,LED2411G3,2026-08-13T02:13:02.931800+00:00
4476-36879,IKEA of Sweden,VARMBLIXT pendant lamp,269,E2516,2026-08-13T02:13:02.931800+00:00
4476-36880,IKEA of Sweden,VARMBLIXT table/wall lamp,269,E2499,2026-08-13T02:13:02.931800+00:00
4476-36881,IKEA of Sweden,KAJPLATS E26 WS globe 450lm,268,LED2406G4NA,2026-08-13T02:13:02.931800+00:00
4476-36882,IKEA of Sweden,KAJPLATS E26 WS globe 1100lm,268,LED2407G8NA,2026-08-13T02:13:02.931800+00:00
4476-36883,IKEA of Sweden,KAJPLATS GU10 WS 575lm,268,LED2403R5NA,2026-08-13T02:13:02.931800+00:00
4476-36884,IKEA of Sweden, KAJPLATS E26 WS globe 1600lm,268,LED2408G10NA,2026-08-13T02:13:02.931800+00:00
4476-36885,IKEA of Sweden,KAJPLATS E12 WS globe 800lm,268,LED2404G6NA,2026-08-13T02:13:02.931800+00:00
4476-36886,IKEA of Sweden,KAJPLATS E26 CWS globe 1100lm,269,LED2405G8NA,2026-08-13T02:13:02.931800+00:00
4476-36887,IKEA of Sweden,KAJPLATS E12 CWS globe 800lm,269,LED2409G6NA,2026-08-13T02:13:02.931800+00:00
4476-36888,IKEA of Sweden,KAJPLATS GU10 CWS 575lm,269,LED2410R5NA,2026-08-13T02:13:02.931800+00:00
4476-36889,IKEA of Sweden,KAJPLATS E12 WS B38 CL 450lm,268,LED2402C3NA,2026-08-13T02:13:02.931800+00:00
4476-36891,IKEA of Sweden,DUBBELKISEL 30W,257,E2512,2026-08-13T02:13:02.931800+00:00
4476-36893,IKEA of Sweden,DUBBELKISEL 30W NA,257,E2513,2026-08-13T02:13:02.931800+00:00
4478-64257,Feibit,Matter Gateway,14,80B0,2026-08-13T02:13:02.931800+00:00
4488-257,TP-Link,Tapo Mini Plug,266,P125M,2026-08-13T02:13:02.931800+00:00
4488-258,TP-Link,Tapo Smart Wi-Fi Power Strip,266,P300,2026-08-13T02:13:02.931800+00:00
4488-259,TP-Link,Tapo Smart Outdoor Plug,266,P400M,2026-08-13T02:13:02.931800+00:00
4488-260,TP-Link,Tapo Smart Wi-Fi Lamp Dimmer Kit,267,P135,2026-08-13T02:13:02.931800+00:00
4488-513,TP-Link,Tapo Smart Wi-Fi Light Switch,256,S505,2026-08-13T02:13:02.931800+00:00
4488-514,TP-Link,Tapo Smart Wi-Fi Dimmer Switch,257,S505D,2026-08-13T02:13:02.931800+00:00
4489-828,LEDVANCE,Ledvance Matter Classic A RGBW,269,AC52856,2026-08-13T02:13:02.931800+00:00
4489-829,LEDVANCE,Ledvance Matter Classic A RGBW,269,AC52855,2026-08-13T02:13:02.931800+00:00
4489-831,LEDVANCE,Ledvance Matter Classic A RGBW,269,AC52854,2026-08-13T02:13:02.931800+00:00
4489-832,LEDVANCE,Ledvance Matter Classic A RGBW,269,AC55417,2026-08-13T02:13:02.931800+00:00
4489-833,LEDVANCE,Ledvance Matter Classic B P RGBW,269,AC52857,2026-08-13T02:13:02.931800+00:00
4489-835,LEDVANCE,Ledvance Matter Classic B P RGBW,269,AC52858,2026-08-13T02:13:02.931800+00:00
4489-843,LEDVANCE,Ledvance Matter Filament RGBW,269,AC52863,2026-08-13T02:13:02.931800+00:00
4489-844,LEDVANCE,Ledvance Matter Filament RGBW,269,AC52861,2026-08-13T02:13:02.931800+00:00
4489-845,LEDVANCE,Ledvance Matter Filament RGBW,269,AC52862,2026-08-13T02:13:02.931800+00:00
4489-1120,LEDVANCE,Ledvance Matter PAR16 RGBW,269,AC52860,2026-08-13T02:13:02.931800+00:00
4489-1121,LEDVANCE,Ledvance Matter Classic G RGBW,269,AC52859,2026-08-13T02:13:02.931800+00:00
4489-1372,LEDVANCE,SMART WIFI MAT PLUG EU WH,266,AC61269,2026-08-13T02:13:02.931800+00:00
4489-1587,LEDVANCE,SMART COMPACT OUTDOOR PLUG EU,266,AC61273,2026-08-13T02:13:02.931800+00:00
4489-2176,LEDVANCE,SMART WIFI MAT PLUG EU BK,266,AC61270,2026-08-13T02:13:02.931800+00:00
4489-2193,LEDVANCE,SMART WIFI MAT WALL SWITCH 2G,256,AC72625,2026-08-13T02:13:02.931800+00:00
4489-2194,LEDVANCE,SMART WIFI MAT WALL SWITCH 1G,256,AC72624,2026-08-13T02:13:02.931800+00:00
4489-2350,LEDVANCE,SMART MAT FLOORCORN140 MGC BK,269,AC67087,2026-08-13T02:13:02.931800+00:00
4489-2351,LEDVANCE,SMART MAT FLOORCORN200 MGC BK,269,AC67089,2026-08-13T02:13:02.931800+00:00
4489-2352,LEDVANCE,SMART MAT FLOORCORN140 MGC WT,269,AC67088,2026-08-13T02:13:02.931800+00:00
4489-2353,LEDVANCE,SMART MAT FLOORCORN200 MGC WT,269,AC67090,2026-08-13T02:13:02.931800+00:00
4489-2377,LEDVANCE,LEDVANCE MATTER PLUG CH,266,AC67037,2026-08-13T02:13:02.931800+00:00
4489-2473,LEDVANCE,MATTER FLEX RGBTW EU,269,AC65248,2026-08-13T02:13:02.931800+00:00
4489-2514,LEDVANCE,SMART MAT ORBIS DL 200 TW WT,268,AC70745,2026-08-13T02:13:02.931800+00:00
4489-2518,LEDVANCE,SMART MAT ORBIS DL 400 TW WT,268,AC70746,2026-08-13T02:13:02.931800+00:00
4489-2519,LEDVANCE,SMART MAT ORBIS DL SQ400 TW WT,268,AC70747,2026-08-13T02:13:02.931800+00:00
4489-2564,LEDVANCE,OSRAM MATTER PLUG UK,266,AC69715,2026-08-13T02:13:02.931800+00:00
4489-2676,LEDVANCE,SMART MAT G60 DIM FIL 827 E27,257,AC73896,2026-08-13T02:13:02.931800+00:00
4489-2678,LEDVANCE,SMART MAT E60 DIM FIL 827 E27,257,AC73895,2026-08-13T02:13:02.931800+00:00
4489-2681,LEDVANCE,SMART MAT A60 DIM FIL 827 E27,257,AC73901,2026-08-13T02:13:02.931800+00:00
4489-2682,LEDVANCE,SMART MAT P40 DIM FIL 827 E14,257,AC73903,2026-08-13T02:13:02.931800+00:00
4489-2684,LEDVANCE,SMART MAT G53 DIM FILGD 824 E27,257,AC73900,2026-08-13T02:13:02.931800+00:00
4489-2685,LEDVANCE,SMART MAT E53 DIM FILGD 824 E27,257,AC73899,2026-08-13T02:13:02.931800+00:00
4489-2686,LEDVANCE,SMART MAT A53 DIM FILGD 824 E27,257,AC73898,2026-08-13T02:13:02.931800+00:00
4489-2687,LEDVANCE,SMART MAT B40 DIM FIL 827 E14,257,AC73897,2026-08-13T02:13:02.931800+00:00
4489-2711,LEDVANCE,SMART MAT A100 TW 827 FR E27,268,AC73907,2026-08-13T02:13:02.931800+00:00
4489-2712,LEDVANCE,SMART MAT G95 100 TW 827 E27,268,AC78912,2026-08-13T02:13:02.931800+00:00
4489-2713,LEDVANCE,SMART MAT A60 TW 827 FR E27,268,AC73904,2026-08-13T02:13:02.931800+00:00
4489-2715,LEDVANCE,SMART MAT B40 TW 827 FR E14,268,AC73908,2026-08-13T02:13:02.931800+00:00
4489-2716,LEDVANCE,SMART MAT P40 TW 827 FR E14,268,AC73909,2026-08-13T02:13:02.931800+00:00
4489-2725,LEDVANCE,SMART MAT PAR16 RGBW GU10,269,AC73915,2026-08-13T02:13:02.931800+00:00
4489-2726,LEDVANCE,SMART MAT PAR16 TW 827 GU10,268,AC73910,2026-08-13T02:13:02.931800+00:00
4489-2727,LEDVANCE,SMART MAT PAR16 DIM GU10,257,AC73894,2026-08-13T02:13:02.931800+00:00
4489-2755,LEDVANCE,SMART MAT A60 RGBW 827 FR E27,269,AC73911,2026-08-13T02:13:02.931800+00:00
4489-2756,LEDVANCE,SMART MAT A100 RGBW 827 FR E27,269,AC73914,2026-08-13T02:13:02.931800+00:00
4489-2757,LEDVANCE,SMART MAT P40 RGBW 827 FR E27,269,AC73916,2026-08-13T02:13:02.931800+00:00
4489-2763,LEDVANCE,SMART MAT A60 RGBW 827 FR B22D,269,AC73912,2026-08-13T02:13:02.931800+00:00
4489-2764,LEDVANCE,SMART MAT G95 RGBW 827 FR E27,269,AC74761,2026-08-13T02:13:02.931800+00:00
4489-2765,LEDVANCE,SMART MAT P40 RGBW 827 FR E14,269,AC74760,2026-08-13T02:13:02.931800+00:00
4489-2766,LEDVANCE,SMART MAT B40 RGBW 827 FR E14,269,AC74759,2026-08-13T02:13:02.931800+00:00
4489-2774,LEDVANCE,SMART MAT A40 FIL RGBW 827 E27,269,AC75700,2026-08-13T02:13:02.931800+00:00
4489-2775,LEDVANCE,SMART MAT E40 FIL RGBW 827 E27,269,AC75701,2026-08-13T02:13:02.931800+00:00
4489-2776,LEDVANCE,SMART MAT G40 FIL RGBW 827 E27,269,AC75702,2026-08-13T02:13:02.931800+00:00
4489-2777,LEDVANCE,SMART MAT P300 RGBW 827 MAGFIL E27,269,AC75692,2026-08-13T02:13:02.931800+00:00
4489-2778,LEDVANCE,SMART MAT W250 RGBW 827 MAGFIL E27,269,AC75693,2026-08-13T02:13:02.931800+00:00
4489-2779,LEDVANCE,SMART MAT WG200 RGBW 827 MAGFIL E27,269,AC75694,2026-08-13T02:13:02.931800+00:00
4489-2780,LEDVANCE,SMART MAT B280 RGBW 827 MAGFIL E27,269,AC75695,2026-08-13T02:13:02.931800+00:00
4489-2781,LEDVANCE,SMART MAT P300 RGBW 818 MAGAM E27,269,AC75696,2026-08-13T02:13:02.931800+00:00
4489-2836,LEDVANCE,SMART MAT A75 TW 827 FR E27,268,AC73906,2026-08-13T02:13:02.931800+00:00
4489-2837,LEDVANCE,SMART MAT A75 RGBW 827 FR E27,269,AC73913,2026-08-13T02:13:02.931800+00:00
4489-2949,LEDVANCE,SMART WIFI MAT SPIRAL 500 TW,268,AC82487,2026-08-13T02:13:02.931800+00:00
4489-2957,LEDVANCE,SMART WIFI MAT TRACKSP OSAKA TW,268,AC82481,2026-08-13T02:13:02.931800+00:00
4489-2963,LEDVANCE,SMART WIFI MAT FLOOD 100W RGBW,269,AC82667,2026-08-13T02:13:02.931800+00:00
4489-2969,LEDVANCE,SMART MAT PLANON PLUS 120X30TW,268,AC82258,2026-08-13T02:13:02.931800+00:00
4489-2970,LEDVANCE,SMART MAT PLANON FL60X60 RGBTW,269,AC82271,2026-08-13T02:13:02.931800+00:00
4489-2971,LEDVANCE,SMART MAT PLANON FL 80X10TW,268,AC82269,2026-08-13T02:13:02.931800+00:00
4489-2972,LEDVANCE,SMART MAT PLANON PLUS60X60RGBW,269,AC82265,2026-08-13T02:13:02.931800+00:00
4489-2973,LEDVANCE,SMART MAT PLANON PLUS45X45RGBW,269,AC82270,2026-08-13T02:13:02.931800+00:00
4489-2974,LEDVANCE,SMART MAT PLANON PLUS60X30RGBW,269,AC82263,2026-08-13T02:13:02.931800+00:00
4489-2984,LEDVANCE,SMART MAT PLANON PLUS120X30RGBW,269,AC82259,2026-08-13T02:13:02.931800+00:00
4489-2985,LEDVANCE,SMART MAT PLANON PLUS 30X30 TW,268,AC82268,2026-08-13T02:13:02.931800+00:00
4489-2987,LEDVANCE,SMART MAT PLANON PLUS 45X45 TW,268,AC82267,2026-08-13T02:13:02.931800+00:00
4489-2990,LEDVANCE,SMART MAT PLANON PLUS 60X30 TW,268,AC82266,2026-08-13T02:13:02.931800+00:00
4489-2991,LEDVANCE,SMART MAT PLANON PLUS 60X60 TW,268,AC82261,2026-08-13T02:13:02.931800+00:00
4489-2992,LEDVANCE,SMART MAT PLANON PLUS30X30RGBW,269,AC82262,2026-08-13T02:13:02.931800+00:00
4489-2993,LEDVANCE,SMART MAT PLANON FL 30X30 TW,268,AC82272,2026-08-13T02:13:02.931800+00:00
4489-2994,LEDVANCE,SMART MAT PLANON FL 120X30 TW,268,AC82260,2026-08-13T02:13:02.931800+00:00
4489-2995,LEDVANCE,SMART MAT PLANON FL 120X10 TW,268,AC82264,2026-08-13T02:13:02.931800+00:00
4489-2997,LEDVANCE,SMART WIFI MAT DL SLIM 85 TW WT,268,AC82253,2026-08-13T02:13:02.931800+00:00
4489-2998,LEDVANCE,SMART WIFI MAT DL SLIM 120 TW,268,AC82256,2026-08-13T02:13:02.931800+00:00
4489-2999,LEDVANCE,SMART WIFI MAT DL SLIM 225 TW,268,AC82255,2026-08-13T02:13:02.931800+00:00
4489-3000,LEDVANCE,SMART WIFI MAT SP 86 100DEGRGBTW,269,AC82254,2026-08-13T02:13:02.931800+00:00
4489-3001,LEDVANCE,SMART WIFI MAT SP170 110DEGRGBTW,269,AC82257,2026-08-13T02:13:02.931800+00:00
4489-3003,LEDVANCE,SMART WIFI MAT STEA485RD RGBTW,269,AC82670,2026-08-13T02:13:02.931800+00:00
4489-3014,LEDVANCE,SMART MAT PLANONFLSPARK45X45TW,268,AC82480,2026-08-13T02:13:02.931800+00:00
4489-3016,LEDVANCE,SMART OUTD MAT BEAMADJWALL RGBTW,269,AC82608,2026-08-13T02:13:02.931800+00:00
4489-3018,LEDVANCE,SMART WFMTDECORWALLWOOD210X110TW,268,AC82482,2026-08-13T02:13:02.931800+00:00
4489-3019,LEDVANCE,SMART MATDECORWALLTWIST230X127TW,268,AC82483,2026-08-13T02:13:02.931800+00:00
4489-3020,LEDVANCE,SMART MATDECORWALLTWIST230X127TW,268,AC82484,2026-08-13T02:13:02.931800+00:00
4489-3021,LEDVANCE,SMART WIFI MAT AQUA280X160IP44TW,268,AC82485,2026-08-13T02:13:02.931800+00:00
4489-3022,LEDVANCE,SMART WIFI MAT AQUA200X200IP44TW,268,AC82486,2026-08-13T02:13:02.931800+00:00
